epoch,prob,tv,nps,mAP50,mAP50-95,fitness
1,-2.465859834964459,0.3148878759298569,0.0006221068414071432,0.8644908218681682,0.497035726084735,0.5337812356630783
2,-2.6992110105661244,0.39851975975892484,0.0006286138997007257,0.8498951072956364,0.447956041926871,0.4881499484637476
3,-3.225833244812794,0.4402197629977495,0.0006279445877179313,0.8227518868536757,0.357405400487839,0.40394004912442266
4,-3.740430685190054,0.4659020992425772,0.0006276198665802487,0.8167171951536311,0.33632262630674925,0.38436208319143744
5,-3.9912419563684707,0.4447753330071767,0.0006196506184119827,0.8060919628975882,0.32083814789843446,0.3693635293983498
6,-4.111660951223129,0.42718942578022295,0.0006123748085557077,0.7970273388473601,0.31247243586527435,0.36092792616348296
7,-4.188469250996907,0.4151147344173529,0.0006058020696330529,0.7969431760356057,0.3057306472215215,0.3548519001029299
8,-4.207100611466628,0.40336376887101394,0.0005996011537857926,0.8009689264177975,0.30503060696266165,0.35462443890817524
9,-4.252319861681033,0.40553651406214786,0.00059609954060318,0.7816880867841864,0.2925620120781841,0.34147461954878433
10,-4.274649253258338,0.4093486330448053,0.0005925313259164492,0.7903977988164854,0.28947201274090817,0.33956459134846595
11,-4.332882966750708,0.41188556872881377,0.0005928171225465261,0.7682609572519745,0.2774269917232956,0.3265103882761635
12,-4.329253887518858,0.41262545035435605,0.0005925203306385531,0.7605547677717406,0.2680627756870498,0.3173119748955189
13,-4.352317015329997,0.3989968391565176,0.0005873859642097392,0.7556854749460717,0.26757467038036464,0.3163857508369353
14,-4.387252104588044,0.4105970339897351,0.000587873317552014,0.74838517561171,0.2601475488996069,0.3089713115708172
15,-4.404646366070478,0.4070530931154887,0.0005871623169439725,0.7416274890834443,0.25896329423239556,0.30722971371750046
16,-4.337965781872089,0.42334903814853764,0.0005886624820936376,0.7201619775045545,0.2533067517497397,0.2999922743252212
17,-4.426225931216509,0.44175940369948363,0.0005934928985646901,0.7450347668447357,0.25446955609242117,0.3035260771676526
18,-4.457872225688054,0.4256064998797881,0.0005919373883770254,0.7523954917749472,0.2527518213152654,0.3027161883612336
19,-4.438777642372327,0.4453022518219092,0.0005981933865815592,0.7369795378581574,0.24962377150401518,0.29835934813942944
20,-4.501700376852964,0.4235885135638408,0.0005941833011232889,0.7227239187743054,0.24511694221113242,0.29287763986744975
21,-4.416874035810813,0.40542368781872284,0.0005907738664880013,0.724497862561234,0.24241267012797976,0.2906211893713052
22,-4.472565412521362,0.4023961035104898,0.0005901217377052093,0.7194310495718735,0.24048708827681073,0.288381484406317
23,-4.456613124945225,0.4087506448611235,0.0005941126295604194,0.7284070941322747,0.23674179727589423,0.2859083269615323
24,-4.431410037554228,0.41080182255842745,0.0005953505348700744,0.7085257123698978,0.23333982151962793,0.28085841060465494
25,-4.481613483184423,0.410226257947775,0.0005955340382523644,0.7162821156259512,0.2351391250921926,0.2832534241455685
26,-4.4889962795453195,0.4075821042060852,0.0005947825489923931,0.7168633217279089,0.23537534470272078,0.2835241424052396
27,-4.492072221560356,0.4158178529678247,0.0005967158716745102,0.7131876807131754,0.23594501421042838,0.2836692808607031
28,-4.519025166829427,0.4225730116550739,0.000599192452425949,0.7074266418072717,0.23614596647086286,0.28327403400450374
